utc,julian_date_ut,goes18_ra_deg,goes18_dec_deg,earth_distance_km,moon_distance_km,sun_distance_km,earth_moon_separation_deg,earth_sun_separation_deg,moon_sun_separation_deg,earth_apparent_radius_deg,earth_exclusion_radius_deg,moon_apparent_radius_deg,moon_exclusion_radius_deg,sun_apparent_radius_deg,sun_exclusion_radius_deg,earth_moon_cap_overlap_sr,earth_sun_cap_overlap_sr,moon_sun_cap_overlap_sr,earth_moon_sun_triple_overlap_sr,total_excluded_sky_sr,visible_sky_fraction,visible_sky_percent
2026-08-26T00:00:00Z,2461278.500000000,196.919169832141,0.140391379024,42162.330782,415505.911726,151160074.044370,62.804831196,136.452782544,160.042123414,8.691063761,28.691063761,0.239577764,20.000000000,0.263699358,45.000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,2.990667690405,0.762010226963,76.201022696
2026-08-26T00:05:00Z,2461278.503472222,198.172700104806,0.139675937944,42162.331143,414757.358587,151160578.297984,63.875144895,135.245852206,160.120110174,8.691063686,28.691063686,0.240010156,20.000000000,0.263698479,45.000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,2.990667686456,0.762010227278,76.201022728
2026-08-26T00:10:00Z,2461278.506944444,199.426230143589,0.138906656158,42162.332355,414000.961806,151161096.811778,64.948779787,134.037070596,160.195784799,8.691063434,28.691063434,0.240448667,20.000000000,0.263697574,45.000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,2.990667673202,0.762010228332,76.201022833
2026-08-26T00:15:00Z,2461278.510416667,200.679759894525,0.138083155316,42162.334416,413237.011121,151161629.284468,66.025673916,132.826586787,160.269123571,8.691063006,28.691063006,0.240893187,20.000000000,0.263696645,45.000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,2.990667650663,0.762010230126,76.201023013
2026-08-26T00:20:00Z,2461278.513888889,201.933289303930,0.137205036990,42162.337323,412465.800788,151162175.408120,67.105769255,131.614535416,160.340103709,8.691062402,28.691062402,0.241343601,20.000000000,0.263695693,45.000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,2.990667618866,0.762010232656,76.201023266
2026-08-26T00:25:00Z,2461278.517361111,203.186818316927,0.136271885385,42162.341075,411687.629529,151162734.868305,68.189011299,130.401038416,160.408703387,8.691061623,28.691061623,0.241799791,20.000000000,0.263694717,45.000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,2.990667577841,0.762010235921,76.201023592
2026-08-26T00:30:00Z,2461278.520833333,204.440346880959,0.135283270191,42162.345667,410902.800476,151163307.344241,69.275348694,129.186206498,160.474901762,8.691060669,28.691060669,0.242261634,20.000000000,0.263693718,45.000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,2.990667527621,0.762010239917,76.201023992
2026-08-26T00:35:00Z,2461278.524305556,205.693874941825,0.134238749583,42162.351096,410111.621107,151163892.508954,70.364732882,127.970140450,160.538678996,8.691059541,28.691059541,0.242729003,20.000000000,0.263692697,45.000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,2.990667468244,0.762010244642,76.201024464
2026-08-26T00:40:00Z,2461278.527777778,206.947402447690,0.133137873347,42162.357359,409314.403186,151164490.029425,71.457117773,126.752932251,160.600016278,8.691058240,28.691058240,0.243201767,20.000000000,0.263691655,45.000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,2.990667399754,0.762010250093,76.201025009
2026-08-26T00:45:00Z,2461278.531250000,208.200929345129,0.131980186128,42162.364450,408511.462696,151165099.566755,72.552459431,125.534666051,160.658895845,8.691056767,28.691056767,0.243679790,20.000000000,0.263690592,45.000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,2.990667322197,0.762010256264,76.201025626
2026-08-26T00:50:00Z,2461278.534722222,209.454455583132,0.130765230787,42162.372366,407703.119771,151165720.776324,73.650715785,124.315419020,160.715301006,8.691055123,28.691055123,0.244162931,20.000000000,0.263689508,45.000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,2.990667235624,0.762010263154,76.201026315
2026-08-26T00:55:00Z,2461278.538194444,210.707981109150,0.129492551860,42162.381102,406889.698620,151166353.307953,74.751846341,123.095262099,160.769216153,8.691053308,28.691053308,0.244651045,20.000000000,0.263688405,45.000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,2.990667140090,0.762010270756,76.201027076
2026-08-26T01:00:00Z,2461278.541666667,211.961505873108,0.128161699091,42162.390651,406071.527454,151166996.806076,75.855811921,121.874260651,160.820626790,8.691051325,28.691051325,0.245143982,20.000000000,0.263687282,45.000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,2.990667035653,0.762010279067,76.201027907
2026-08-26T01:05:00Z,2461278.545138889,213.215029823446,0.126772231054,42162.401009,405248.938406,151167650.909903,76.962574406,120.652475046,160.869519541,8.691049173,28.691049173,0.245641587,20.000000000,0.263686141,45.000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,2.990666922377,0.762010288081,76.201028808
2026-08-26T01:10:00Z,2461278.548611111,214.468552911135,0.125323718824,42162.412169,404422.267446,151168315.253596,78.072096485,119.429961166,160.915882172,8.691046855,28.691046855,0.246143701,20.000000000,0.263684982,45.000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,2.990666800329,0.762010297793,76.201029779
2026-08-26T01:15:00Z,2461278.552083333,215.722075085723,0.123815749704,42162.424124,403591.854297,151168989.466441,79.184341423,118.206770865,160.959703601,8.691044371,28.691044371,0.246650158,20.000000000,0.263683806,45.000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,2.990666669579,0.762010308198,76.201030820
2026-08-26T01:20:00Z,2461278.555555556,216.975596299349,0.122247930982,42162.436869,402758.042343,151169673.173027,80.299272824,116.982952363,161.000973916,8.691041724,28.691041724,0.247160790,20.000000000,0.263682614,45.000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,2.990666530202,0.762010319289,76.201031929
2026-08-26T01:25:00Z,2461278.559027778,218.229116502789,0.120619893714,42162.450395,401921.178532,151170365.993419,81.416854407,115.758550612,161.039684383,8.691038914,28.691038914,0.247675422,20.000000000,0.263681405,45.000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,2.990666382277,0.762010331061,76.201033106
2026-08-26T01:30:00Z,2461278.562500000,219.482635649475,0.118931296513,42162.464695,401081.613281,151171067.543346,82.537049783,114.533607612,161.075827461,8.691035944,28.691035944,0.248193872,20.000000000,0.263680181,45.000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,2.990666225886,0.762010343506,76.201034351
2026-08-26T01:35:00Z,2461278.565972222,220.736153691542,0.117181829342,42162.479761,400239.700370,151171777.434378,83.659822236,113.308162701,161.109396809,8.691032814,28.691032814,0.248715957,20.000000000,0.263678943,45.000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,2.990666061115,0.762010356618,76.201035662
2026-08-26T01:40:00Z,2461278.569444444,221.989670583842,0.115371217273,42162.495586,399395.796837,151172495.274115,84.785134506,112.082252809,161.140387295,8.691029527,28.691029527,0.249241484,20.000000000,0.263677691,45.000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,2.990665888053,0.762010370390,76.201037039
2026-08-26T01:45:00Z,2461278.572916667,223.243186279998,0.113499224237,42162.512160,398550.262865,151173220.666369,85.912948568,110.855912696,161.168795004,8.691026084,28.691026084,0.249770260,20.000000000,0.263676426,45.000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,2.990665706793,0.762010384814,76.201038481
2026-08-26T01:50:00Z,2461278.576388889,224.496700735919,0.111565656706,42162.529475,397703.461666,151173953.211358,87.043225419,109.629175155,161.194617243,8.691022487,28.691022487,0.250302081,20.000000000,0.263675148,45.000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,2.990665517432,0.762010399883,76.201039988
2026-08-26T01:55:00Z,2461278.579861111,225.750213908340,0.109570367339,42162.547522,396855.759357,151174692.505891,88.175924859,108.402071208,161.217852549,8.691018738,28.691018738,0.250836741,20.000000000,0.263673859,45.000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,2.990665320069,0.762010415589,76.201041559
2026-08-26T02:00:00Z,2461278.583333333,227.003725753362,0.107513258547,42162.566291,396007.524843,151175438.143564,89.311005262,107.174630276,161.238500688,8.691014839,28.691014839,0.251374028,20.000000000,0.263672558,45.000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,2.990665114808,0.762010431923,76.201043192
2026-08-26T02:05:00Z,2461278.586805556,228.257236229972,0.105394285970,42162.585772,395159.129675,151176189.714950,90.448423361,105.946880339,161.256562662,8.691010793,28.691010793,0.251913724,20.000000000,0.263671247,45.000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,2.990664901755,0.762010448877,76.201044888
2026-08-26T02:10:00Z,2461278.590277778,229.510745296087,0.103213461870,42162.605956,394310.947926,151176946.807796,91.588134005,104.718848076,161.272040710,8.691006600,28.691006600,0.252455606,20.000000000,0.263669927,45.000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,2.990664681019,0.762010466443,76.201046644
2026-08-26T02:15:00Z,2461278.593750000,230.764252912575,0.100970858404,42162.626832,393463.356041,151177709.007219,92.730089932,103.490559001,161.284938305,8.691002263,28.691002263,0.252999445,20.000000000,0.263668597,45.000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,2.990664452713,0.762010484611,76.201048461
2026-08-26T02:20:00Z,2461278.597222222,232.017759039298,0.098666610788,42162.648390,392616.732698,151178475.895900,93.874241517,102.262037589,161.295260162,8.690997785,28.690997785,0.253545007,20.000000000,0.263667260,45.000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,2.990664216952,0.762010503372,76.201050337
2026-08-26T02:25:00Z,2461278.600694444,233.271263639132,0.096300920314,42162.670619,391771.458653,151179247.054289,95.020536522,101.033307378,161.303012230,8.690993168,28.690993168,0.254092051,20.000000000,0.263665915,45.000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,2.990663973854,0.762010522717,76.201052272
2026-08-26T02:30:00Z,2461278.604166667,234.524766674006,0.093874057241,42162.693507,390927.916588,151180022.060797,96.168919827,99.804391087,161.308201693,8.690988413,28.690988413,0.254640333,20.000000000,0.263664563,45.000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,2.990663723541,0.762010542636,76.201054264
2026-08-26T02:35:00Z,2461278.607638889,235.778268108922,0.091386363510,42162.717044,390086.490948,151180800.492003,97.319333159,98.575310707,161.310836968,8.690983524,28.690983524,0.255189602,20.000000000,0.263663206,45.000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,2.990663466136,0.762010563120,76.201056312
